order_id,order_status,order_purchase_timestamp,order_approved_timestamp,order_delivered_carrier_timestamp,order_estimated_delivery_date,order_delivered_customer_timestamp,customer_id
658b157e-9ed0-455c-86dc-aba3259b0fe1,delivered,2023-08-23 19:18:16.154270,2023-08-25 00:26:48.154270,2023-08-25 09:57:49.154270,2023-09-04,2023-08-26 18:38:05.154270,49
2f55cd60-8da7-4b00-9f68-996716fa069d,shipped,2022-10-06 20:06:16.413768,2022-10-08 03:54:17.413768,2022-10-09 10:07:33.413768,2022-10-13,,98
506f47c3-9ec8-4e47-b2fc-a2d6635fd353,delivered,2022-03-07 03:43:24.379386,2022-03-07 15:16:09.379386,2022-03-09 01:12:49.379386,2022-03-16,2022-03-11 17:09:24.379386,27
32ef78a3-fa19-4a6a-8d81-d8918443afef,delivered,2023-08-03 18:46:20.141393,2023-08-05 00:06:32.141393,2023-08-06 15:32:22.141393,2023-08-13,2023-08-09 03:04:00.141393,4
1de009ed-5988-4d8b-a938-d7e74d7acd1a,delivered,2023-04-15 08:25:04.579693,2023-04-16 12:15:20.579693,2023-04-16 21:31:43.579693,2023-04-28,2023-04-18 02:00:44.579693,73
0382083a-96f9-4249-86b1-e3965210d0bf,delivered,2023-12-05 21:43:10.401066,2023-12-06 21:04:04.401066,2023-12-08 01:33:26.401066,2023-12-15,2023-12-10 09:52:30.401066,59
0b0ebdc5-ffda-4fa6-82bd-b0ce1d6ea0af,cancelled,2023-12-10 22:09:44.969837,2023-12-10 23:30:43.969837,2023-12-12 08:09:54.969837,2023-12-19,,96
de8b5df7-55d3-428a-9b83-ebb8e18f54c5,out_of_stock,2022-04-25 14:25:16.135678,2022-04-28 03:02:14.135678,,2022-05-09,,81
affa490d-4421-4f7b-9071-b02df1c6694d,delivered,2023-05-04 07:58:09.575136,2023-05-04 11:43:47.575136,2023-05-05 02:09:39.575136,2023-05-11,2023-05-08 17:06:01.575136,51
c9a62ec1-827c-44b4-b753-d60d335c0a0f,delivered,2023-12-26 21:39:19.138491,2023-12-28 18:24:11.138491,2023-12-29 11:09:24.138491,2024-01-03,2024-01-02 07:13:00.138491,78
4b4d3431-7500-4a76-b169-6fec410c6d10,delivered,2023-07-14 09:33:06.629227,2023-07-14 21:23:54.629227,2023-07-16 17:12:58.629227,2023-07-26,2023-07-20 22:30:03.629227,32
26ecf31c-2302-4178-a6e1-7bd084fcd01e,delivered,2022-04-03 11:50:42.519994,2022-04-05 16:06:31.519994,2022-04-07 10:23:06.519994,2022-04-17,2022-04-12 06:40:37.519994,97
fdbcce8d-d45e-48b0-8736-af65f6748256,delivered,2023-08-19 17:11:55.707304,2023-08-21 02:14:02.707304,2023-08-22 11:22:04.707304,2023-08-29,2023-08-27 02:23:51.707304,25
ffbe4325-4f05-45e7-8c43-8fd49003a882,shipped,2023-10-22 23:04:14.373164,2023-10-24 17:39:16.373164,2023-10-26 15:11:32.373164,2023-11-01,,91
f604f802-c6fa-4eb4-9c92-a38d3818fa00,out_of_stock,2023-02-12 08:05:23.228834,2023-02-13 23:08:29.228834,,2023-02-22,,41
3414de4c-8555-45b8-8626-bae6db80515e,processing,2023-07-02 15:38:24.992527,2023-07-03 22:17:11.992527,,2023-07-12,,2
84bcffd8-b381-42e7-924d-c0408ff9ef59,shipped,2023-11-24 18:29:38.215074,2023-11-26 11:42:26.215074,2023-11-26 20:11:42.215074,2023-12-05,,31
b0019310-2d1a-4a59-9a13-1f5bd7727ea5,delivered,2022-11-22 04:24:33.444319,2022-11-25 00:03:27.444319,2022-11-26 11:34:34.444319,2022-11-30,2022-11-30 00:50:31.444319,93
551bf952-9eb3-4c62-a16b-f9717b5681dc,delivered,2022-07-03 10:02:38.294202,2022-07-04 11:13:55.294202,2022-07-05 19:56:01.294202,2022-07-16,2022-07-10 04:25:41.294202,80
eed78e92-146d-4b1c-a412-9e15eb44458c,delivered,2022-07-25 15:09:42.723500,2022-07-26 15:27:18.723500,2022-07-27 12:58:40.723500,2022-08-02,2022-08-01 08:23:55.723500,73
d546af0a-4c33-4fd2-bfed-1054209d6bed,shipped,2022-05-30 05:34:41.009153,2022-05-30 11:28:08.009153,2022-06-01 07:01:07.009153,2022-06-09,,1
01f4d1de-bdb5-402d-b016-70e83cd3ef65,shipped,2023-03-25 18:34:32.060240,2023-03-26 19:22:02.060240,2023-03-28 10:59:27.060240,2023-04-03,,29
99fee813-41ad-4111-9fff-72effef07500,delivered,2022-01-02 17:49:31.684952,2022-01-02 19:42:34.684952,2022-01-04 18:15:20.684952,2022-01-13,2022-01-07 16:55:02.684952,48
e36a6401-eafe-4aeb-a763-1dc0ad9d3dc3,delivered,2023-07-12 23:17:25.601100,2023-07-15 10:43:32.601100,2023-07-15 21:10:30.601100,2023-07-26,2023-07-17 00:23:13.601100,20
dae43770-c40c-4480-ba5d-ecb0dac95978,delivered,2023-10-21 17:11:58.488646,2023-10-24 03:12:48.488646,2023-10-26 01:48:32.488646,2023-11-04,2023-10-30 02:01:25.488646,20
bfab7bcf-57a1-4405-8d59-81b594520336,delivered,2022-06-12 06:04:57.920065,2022-06-13 22:02:29.920065,2022-06-15 18:23:12.920065,2022-06-22,2022-06-18 01:34:13.920065,76
833fc5d5-4a8c-400d-9b43-c7147fffcba4,delivered,2023-10-13 15:56:00.738071,2023-10-14 01:21:24.738071,2023-10-15 13:15:12.738071,2023-10-23,2023-10-19 09:33:35.738071,15
b2f6736e-c08a-48de-95b2-c90a4c582a42,delivered,2023-03-30 11:33:38.356033,2023-03-31 08:53:26.356033,2023-04-02 01:04:24.356033,2023-04-13,2023-04-03 18:46:44.356033,60
878b46b0-ab98-442f-b2be-014992fb8718,delivered,2023-08-02 12:26:53.145722,2023-08-03 20:28:34.145722,2023-08-04 17:15:45.145722,2023-08-15,2023-08-07 23:16:40.145722,76
06e26172-c57b-46ac-abf5-268a81650f41,delivered,2022-04-21 12:20:01.358239,2022-04-22 11:30:05.358239,2022-04-23 08:36:03.358239,2022-04-30,2022-04-25 12:12:23.358239,86
9349c74d-3a81-4d9d-aafd-4b8c6923f251,delivered,2023-03-06 10:25:20.992474,2023-03-07 06:30:58.992474,2023-03-08 06:21:26.992474,2023-03-18,2023-03-09 09:03:54.992474,28
4f57b82f-9230-49c7-8d46-5475971533c1,delivered,2023-04-11 05:06:41.872886,2023-04-12 16:03:05.872886,2023-04-13 20:31:56.872886,2023-04-23,2023-04-17 05:02:41.872886,3
8e57300d-fa85-4655-bf39-4324cccacd0b,shipped,2022-07-28 03:19:37.321982,2022-07-29 14:41:41.321982,2022-07-31 07:58:54.321982,2022-08-07,,73
0bc1f1d1-ede3-4483-8325-3a6aafbe67d2,delivered,2022-02-25 12:22:07.392048,2022-02-27 01:24:45.392048,2022-02-28 06:01:06.392048,2022-03-11,2022-03-04 12:03:42.392048,52
f05eb946-ac53-4f9c-8eab-1672ddb4331c,delivered,2022-12-29 01:20:57.327586,2022-12-30 08:13:24.327586,2022-12-31 20:00:35.327586,2023-01-07,2023-01-02 13:32:08.327586,59
384102da-c1ac-42eb-bce4-c6351574a209,delivered,2022-12-14 10:18:31.500023,2022-12-16 20:52:03.500023,2022-12-18 01:28:38.500023,2022-12-27,2022-12-20 06:46:37.500023,38
41fd275e-5d06-4816-84d8-a675845ed7bf,delivered,2023-09-09 19:30:16.104464,2023-09-10 13:21:34.104464,2023-09-11 11:15:34.104464,2023-09-20,2023-09-15 13:02:33.104464,49
12d3b8d8-6495-449c-84f1-8b03dd9ade6b,delivered,2022-01-25 05:08:57.769476,2022-01-28 05:02:30.769476,2022-01-29 04:42:45.769476,2022-02-05,2022-02-01 20:51:43.769476,18
e4822848-6b07-4fd1-a557-bf682d113f1a,delivered,2022-06-05 03:41:24.899789,2022-06-06 15:01:30.899789,2022-06-07 06:35:18.899789,2022-06-16,2022-06-11 00:17:41.899789,4
347a19f3-e481-48e3-a6ed-3d3a9be21697,delivered,2022-07-11 09:42:05.943780,2022-07-11 11:54:52.943780,2022-07-13 03:01:48.943780,2022-07-22,2022-07-15 06:27:46.943780,86
c8e0223d-3901-4b52-a5cc-e3e2e0a0089c,delivered,2023-06-04 21:05:36.444226,2023-06-05 19:10:41.444226,2023-06-06 03:47:30.444226,2023-06-14,2023-06-10 10:27:49.444226,77
6c14951c-57aa-414a-964f-5c9f318d1698,shipped,2023-08-24 05:35:55.360536,2023-08-24 13:13:09.360536,2023-08-25 21:46:29.360536,2023-09-04,,18
35ea138a-1d0d-4855-b0c1-d88f591aaaff,delivered,2022-12-05 23:50:48.235590,2022-12-07 01:29:34.235590,2022-12-08 02:07:59.235590,2022-12-16,2022-12-09 12:11:11.235590,29
a22906af-fcdc-4abb-b28e-0d29e344c9cf,shipped,2023-03-24 09:57:31.324478,2023-03-25 00:51:15.324478,2023-03-26 18:26:35.324478,2023-04-05,,82
cee7784e-ea48-4287-9fd1-3961837b4298,delivered,2023-03-29 19:57:19.126071,2023-03-30 17:02:43.126071,2023-04-01 05:56:45.126071,2023-04-07,2023-04-06 00:06:09.126071,38
5e113ecf-31b8-4c99-bdda-7121e585e208,delivered,2022-03-03 23:37:27.652607,2022-03-06 23:19:57.652607,2022-03-07 14:15:13.652607,2022-03-11,2022-03-11 09:41:08.652607,16
62508df4-23c2-4fb2-a8c2-631d3e0c2977,delivered,2022-04-17 09:30:47.185318,2022-04-17 22:53:27.185318,2022-04-18 18:41:18.185318,2022-04-26,2022-04-20 04:28:24.185318,25
4ce5820e-1cd7-48d4-98ef-4e0e80cfb7e3,delivered,2023-05-16 22:41:05.733990,2023-05-17 03:25:13.733990,2023-05-18 02:25:42.733990,2023-05-30,2023-05-19 17:59:51.733990,85
2d27132f-e3a6-4e29-b05a-1ca0e898970e,shipped,2023-05-14 10:19:11.981612,2023-05-16 13:28:59.981612,2023-05-17 01:19:06.981612,2023-05-21,,30
52160d91-8755-4c0f-878b-7e293be98dbc,delivered,2023-01-29 05:24:53.611339,2023-01-31 22:41:14.611339,2023-02-02 21:32:09.611339,2023-02-06,2023-02-04 13:31:13.611339,94
8be318b2-48eb-437d-ace4-9b0ead20a043,delivered,2022-05-12 07:57:13.527864,2022-05-12 10:41:11.527864,2022-05-13 10:12:41.527864,2022-05-19,2022-05-17 05:03:13.527864,24
af949c68-f850-4032-b72f-09fe78f7740c,delivered,2022-10-11 04:37:07.125992,2022-10-13 15:15:00.125992,2022-10-14 09:10:12.125992,2022-10-20,2022-10-17 16:58:58.125992,58
db4788f3-c608-4d4e-a07c-4925fa123637,delivered,2023-01-25 19:32:28.105637,2023-01-27 10:14:57.105637,2023-01-29 06:36:45.105637,2023-02-06,2023-01-31 22:41:15.105637,68
73b648cc-e33a-451e-b507-26643375ca69,out_of_stock,2022-02-08 01:35:24.756828,2022-02-10 12:39:56.756828,,2022-02-21,,97
fc39d272-e274-49f8-8cdc-fd6209c87aae,delivered,2022-07-18 07:24:25.773480,2022-07-19 03:56:50.773480,2022-07-19 19:33:00.773480,2022-07-31,2022-07-22 21:07:33.773480,94
39a093a2-102f-4125-afe3-d1f27129f8d0,delivered,2022-01-29 09:30:55.899414,2022-01-30 18:06:03.899414,2022-02-01 08:02:53.899414,2022-02-09,2022-02-05 04:10:57.899414,49
4d2cc068-a291-49ae-b67b-d0e3cd734a8e,processing,2022-03-07 04:23:21.454894,2022-03-08 16:16:02.454894,,2022-03-19,,72
3010baef-fcfa-465a-b157-3791c81e2776,shipped,2023-08-08 03:07:39.055294,2023-08-08 22:40:41.055294,2023-08-10 00:40:44.055294,2023-08-16,,55
cbd24168-4bcc-431f-966a-181839433f5d,delivered,2023-07-21 04:19:00.857760,2023-07-21 21:24:09.857760,2023-07-23 09:20:06.857760,2023-07-29,2023-07-28 01:26:28.857760,71
81248bf8-628e-4211-9b48-0a1235d6505b,delivered,2023-12-11 16:08:12.792388,2023-12-12 06:46:54.792388,2023-12-13 12:28:39.792388,2023-12-18,2023-12-15 17:04:10.792388,5
76bb7e29-3024-4886-80c4-2233c57da734,shipped,2023-04-10 06:02:13.751929,2023-04-10 22:12:45.751929,2023-04-12 20:34:29.751929,2023-04-24,,52
aa51adff-f3c7-4215-9169-d9d2d4f63f02,delivered,2022-09-17 14:08:53.392996,2022-09-19 02:48:23.392996,2022-09-20 12:38:34.392996,2022-09-28,2022-09-24 04:41:38.392996,32
3db96913-4683-4f16-bb0a-5c7c5d9ba5c8,delivered,2022-01-20 14:50:17.226231,2022-01-21 21:55:35.226231,2022-01-23 19:10:53.226231,2022-01-28,2022-01-28 08:56:11.226231,18
a9ccf152-ea78-4077-bedb-8b84008382b8,delivered,2023-11-23 23:09:59.546004,2023-11-26 17:06:22.546004,2023-11-28 11:48:25.546004,2023-12-04,2023-12-02 17:28:32.546004,44
d9e31d36-3861-47c4-a16c-4634e62f4d1f,out_of_stock,2022-10-11 08:34:36.184498,2022-10-12 23:02:57.184498,,2022-10-24,,50
50b5dd07-4571-43c3-8266-e0b084080f3d,shipped,2022-06-06 23:57:26.876810,2022-06-09 13:34:20.876810,2022-06-11 08:01:43.876810,2022-06-15,,10
eaa8546e-8ccd-4572-8bb0-01f69f5df030,out_of_stock,2023-11-26 14:39:37.398793,2023-11-27 20:12:04.398793,,2023-12-03,,30
b9a26637-c152-44ff-a122-e9d532818ffb,delivered,2023-10-26 09:34:31.647875,2023-10-28 16:04:15.647875,2023-10-29 04:33:10.647875,2023-11-07,2023-11-02 20:36:57.647875,77
8ee01da3-97fc-418b-9eca-676ff3745de6,delivered,2023-01-07 17:14:15.386396,2023-01-10 09:07:20.386396,2023-01-10 20:51:10.386396,2023-01-19,2023-01-15 04:38:20.386396,76
e296cdde-326c-4c8b-ba99-23ce0683e320,delivered,2023-07-24 06:36:21.869752,2023-07-26 06:58:26.869752,2023-07-27 18:10:06.869752,2023-08-03,2023-07-31 01:08:19.869752,70
32285efa-f20b-41bd-b672-07a2fff534ec,delivered,2023-02-02 12:08:01.407729,2023-02-03 05:26:09.407729,2023-02-04 10:00:11.407729,2023-02-09,2023-02-07 00:38:06.407729,72
e2ae1797-783e-4b51-8217-50bf9028ed58,delivered,2023-11-10 16:16:54.187470,2023-11-13 00:24:50.187470,2023-11-14 10:00:24.187470,2023-11-19,2023-11-16 05:44:28.187470,39
6a279fe4-156c-46b8-a5b1-e4684e8cc079,delivered,2023-01-15 00:28:22.071169,2023-01-15 23:02:55.071169,2023-01-17 04:49:02.071169,2023-01-28,2023-01-18 10:09:13.071169,21
6fc106e1-2069-4ae8-94c6-03d85a0a67c4,delivered,2023-12-23 07:41:31.638516,2023-12-24 02:43:21.638516,2023-12-24 12:00:11.638516,2024-01-05,2023-12-27 00:55:40.638516,17
d4639069-6080-4fe9-8cef-887788608e34,delivered,2022-08-10 16:20:25.999175,2022-08-12 13:29:39.999175,2022-08-13 09:55:18.999175,2022-08-22,2022-08-16 18:09:10.999175,1
e7f4c7db-043b-45b3-ae72-baf0181400ad,delivered,2023-09-27 14:43:27.029487,2023-09-28 10:27:32.029487,2023-09-28 20:23:35.029487,2023-10-09,2023-09-30 20:35:37.029487,76
c964433e-e365-4d23-a57c-3e4041be2566,delivered,2023-01-17 02:39:16.767180,2023-01-18 06:36:32.767180,2023-01-19 10:50:57.767180,2023-01-27,2023-01-22 14:40:24.767180,87
aa40bc8f-7491-4357-b725-12f4486bbbcf,delivered,2023-11-27 00:37:18.153230,2023-11-27 02:36:54.153230,2023-11-28 09:59:28.153230,2023-12-07,2023-12-01 12:57:10.153230,5
432bad63-3c33-4054-bb40-e5869d8ef872,processing,2022-02-05 09:52:13.437470,2022-02-07 09:24:03.437470,,2022-02-17,,29
ac791410-6117-4708-821d-92d38029dccf,out_of_stock,2023-02-20 04:51:19.771043,2023-02-22 12:12:11.771043,,2023-02-27,,13
03e89e29-4f78-47fc-a318-c18daa8a2015,delivered,2023-04-21 21:27:41.153307,2023-04-22 16:16:59.153307,2023-04-23 02:07:13.153307,2023-05-01,2023-04-27 01:23:51.153307,96
f104bb3b-7a05-416f-a24c-30e13bd63b52,delivered,2022-11-11 04:05:27.400244,2022-11-12 05:44:52.400244,2022-11-12 18:34:26.400244,2022-11-25,2022-11-15 08:46:24.400244,99
346e820c-28eb-4de0-b1d7-9cd20f15a179,delivered,2022-07-19 15:24:34.925141,2022-07-20 06:53:28.925141,2022-07-21 16:32:34.925141,2022-07-27,2022-07-23 11:53:09.925141,11
ba8f2c18-74c3-4c53-8bd1-ee71b8b52a28,delivered,2022-01-28 07:51:52.080754,2022-01-31 00:45:57.080754,2022-02-01 12:38:08.080754,2022-02-07,2022-02-05 08:17:00.080754,55
bdca3796-249f-467d-b934-be98cec814dd,shipped,2023-06-07 10:27:32.320881,2023-06-08 11:07:13.320881,2023-06-08 19:49:19.320881,2023-06-14,,51
fad734de-2dd6-48b9-83d0-94a1a401670e,delivered,2022-10-27 18:42:32.943868,2022-10-29 15:12:36.943868,2022-10-30 12:15:36.943868,2022-11-09,2022-10-31 21:40:14.943868,54
8230c5b0-c8af-4df0-aab9-d60fe4c6a86d,delivered,2023-10-01 17:12:40.417363,2023-10-03 04:48:20.417363,2023-10-04 00:12:08.417363,2023-10-11,2023-10-07 01:14:59.417363,40
b7337008-583b-4fae-8fe2-fd19d93d0c90,delivered,2023-05-31 03:49:59.058954,2023-06-01 06:38:35.058954,2023-06-03 05:58:01.058954,2023-06-11,2023-06-06 09:32:43.058954,19
f73323d6-a9bf-4f1d-b900-4d56c174d2cc,delivered,2023-01-22 05:33:02.940793,2023-01-23 17:38:17.940793,2023-01-24 09:48:16.940793,2023-02-02,2023-01-27 04:10:54.940793,31
add13dd8-0a29-4a63-8a48-fd98f398b3b9,delivered,2023-12-12 12:44:00.795905,2023-12-13 20:13:09.795905,2023-12-15 06:28:39.795905,2023-12-26,2023-12-16 11:34:28.795905,37
cf3d9fb5-09ad-4503-9a25-e234525d8e23,delivered,2022-04-28 18:16:44.249823,2022-05-01 11:01:05.249823,2022-05-02 14:07:05.249823,2022-05-07,2022-05-04 21:49:26.249823,77
77bb92c7-7579-49a4-a6f4-5b06a94fce78,shipped,2023-12-16 13:28:13.657293,2023-12-18 19:07:27.657293,2023-12-20 02:20:47.657293,2023-12-27,,85
39158fa6-61f2-4790-a371-de7ade76af45,delivered,2022-09-07 09:32:08.765497,2022-09-08 02:08:17.765497,2022-09-09 02:44:56.765497,2022-09-18,2022-09-12 23:35:23.765497,51
93921507-b05d-4f32-891f-5a4b5b2159d7,delivered,2022-08-12 03:16:04.248007,2022-08-12 09:30:35.248007,2022-08-14 07:56:42.248007,2022-08-22,2022-08-18 10:03:13.248007,61
c0053f90-90d1-4266-bb4d-94a59927114f,delivered,2023-09-24 08:04:18.632659,2023-09-25 00:40:00.632659,2023-09-26 07:39:10.632659,2023-10-01,2023-09-28 21:44:28.632659,21
3f763149-8946-4767-88e7-9a4182fceb6e,delivered,2023-08-21 13:49:55.008865,2023-08-23 22:19:17.008865,2023-08-24 14:27:58.008865,2023-08-31,2023-08-26 05:57:02.008865,68
cf56bfec-2714-49e0-bbd0-dcca8e83bc9a,delivered,2022-06-13 23:21:22.091190,2022-06-15 16:25:08.091190,2022-06-17 01:51:37.091190,2022-06-21,2022-06-21 08:54:08.091190,89
